LSOA,FTTP_AVAILABILITY,FTTC_AVAILABILITY,GFAST_AVAILABILITY,DSL_AVAILABILITY,CABLE_AVAILABILITY,OPERATOR_COUNT,DOWN_MBPS,UP_MBPS
S01011082,0.923077,0.076923,0,0.076923,0,3,30.95291667,6.356666667
E01025267,0.272727,1,0,1,0.954545,6.954545,87.53822222,10.35627778
E01028543,0,0.517241,0.482759,1,0.862069,5.241379,42.53930303,10.56215152
E01002136,0.125,0.90625,0,1,0.84375,5.625,70.178,12.68428125
E01029937,0.055556,0.972222,0,0.986111,0.569444,2.152778,65.49547917,9.058270833
E01009074,0.962963,0.037037,0,0.037037,1,5,85.54416667,13.72291667
95II05S1,0.914286,0.085714,0,0.085714,0.542857,4.028571,49.55375,12.28723958
E01003547,0.909091,1,0,1,0.863636,6.636364,208.3816912,114.628152
E01014937,0,1,0,1,0.9,4.733333,51.11925,10.26175
E01016048,0.703704,0.814815,0.185185,1,0.962963,6.37037,48.99925,8.403041667
S01007935,0.612903,0.967742,0,0.967742,0,3,26.53945833,6.5758125
S01009726,0,1,0,1,0,3,32.49408333,6.754083333
W01000768,0.033333,0.633333,0.366667,1,0.933333,4.833333,96.00133333,12.84545455
E01033097,0,0.780488,0.195122,0.97561,0.02439,3.878049,32.97578571,9.799714286
S01007343,0.076923,0.788462,0,0.942308,0,1.653846,22.3235,3.677444444
E01019441,1,0,0,0,0.125,3.375,45.91195833,9.318520833
E01024672,0.884615,0.923077,0,0.923077,0.807692,7.115385,118.2807576,14.92742424
E01003622,0.5,0.6,0.4,1,0.4,5.15,181.596,117.1916875
E01027227,0.857143,0.678571,0,0.678571,0.892857,7.178571,76.3415,6.925892857
E01015703,0.055556,0.333333,0.611111,1,0.944444,5.277778,61.824,10.13502778
S01012819,0.25,1,0,1,0.3125,4.875,39.7425,9.8425
E01004379,0.44,0.6,0,0.88,0.72,5.24,57.10432692,16.4264359
E01014929,0.227642,0.894309,0,0.894309,0.01626,1.609756,37.84031452,7.617314516
E01004400,1,0.055556,0,0.055556,0.944444,5.055556,63.71429762,12.07004762
E01032911,0.518519,0.407407,0,0.777778,0.537037,4.685185,71.52484314,41.13227451
E01009598,1,0.666667,0,0.666667,0.787879,7.060606,122.8425,12.82828125
W01001066,0.842105,0.131579,0,0.131579,0.684211,5.131579,77.42930556,11.84107778
E01008292,0.791667,0.708333,0,1,1,7.375,60.9994375,34.25589583
E01030089,0.647059,0.852941,0,0.852941,0,3.184615,39.89222436,11.98138141
E01027310,0,1,0,1,1,6,42.67733333,8.683666667
E01006729,0.681818,1,0,1,1,5.954545,87.95714286,12.47928571
E01023818,0.892857,0,0.071429,0.107143,0.928571,4.821429,100.5025,20.63311538
E01005679,1,0,0,0,1,5,111.8746667,15.60270833
E01029279,0.017857,0.839286,0,0.946429,0,1,36.34792029,7.683949275
E01021202,0.060606,0.969697,0,0.969697,0,2,39.39747059,12.05165686
S01010706,0,1,0,1,0,1.947368,24.44892857,6.1525
S01012266,0.2,0.766667,0,0.8,0,3,41.40708333,10.86291667
E01013363,0.459016,0.393443,0.262295,0.885246,0.180328,4.934426,107.7219063,76.8785
S01007521,0.12766,0.808511,0,0.893617,0,1,13.9732,1.883833333
S01012758,0,1,0,1,1,6,76.29166667,15.05916667
E01033253,0.063158,0.336842,0.442105,0.968421,0.715789,4.778947,73.15622059,12.14495588
E01004410,0.465116,0.255814,0.604651,0.976744,0.744186,5.302326,83.4915625,16.38547917
E01033101,0.818182,0.036364,0.2,0.472727,0.290909,4.072727,95.6422381,73.06936508
S01011660,0,0.941176,0,0.941176,0.941176,6,108.12,16.81333333
S01006913,0.960784,0.431373,0,0.431373,0,2.490196,68.3197931,16.68877586
E01011722,0.893617,0.106383,0,0.106383,0.914894,4.93617,59.16670588,13.23997059
E01016341,0.291667,1,0,1,0.958333,5.916667,75.01691667,18.57361538
E01026183,0.246914,0.91358,0,0.962963,0.024691,2.925,39.50807843,9.984401961
E01001270,0.333333,0.809524,0,1,0.904762,5.952381,70.31295833,19.30041667
E01018575,0.088235,0.941176,0,0.941176,0.705882,4.323529,48.9007037,13.144
S01011551,0,0.75,0,1,0.8125,5.3125,22.013125,5.174583333
E01024076,0.97619,0.97619,0,0.97619,0,4.619048,42.98721111,10.57332593
E01029368,0,1,0,1,0.962963,4.925926,69.96460714,9.858071429
E01028282,0,0.321429,0.678571,1,0.892857,5.107143,92.116875,12.695
E01015203,1,0,0,0,1,4.964286,75.24065278,11.86247222
S01008039,0,0.78125,0,0.96875,0.96875,5.6875,65.28857143,12.15857143
E01020131,0.276923,0.438462,0,0.761538,0,1.421875,18.21957265,3.640376068
E01031695,0.527778,0.888889,0.055556,0.944444,0.277778,5.257143,31.78089286,8.109821429
E01026492,0,1,0,1,0,3,33.01377778,8.387847222
E01029490,0.903226,0.096774,0,0.096774,0.935484,4.870968,39.575,5.154222222
E01019235,0.407407,0.888889,0.074074,0.962963,0.740741,6.703704,71.93441667,13.12811364
E01009579,0.977273,0.613636,0,0.636364,0.886364,7.5,78.49307692,16.32961538
E01017976,1,0.857143,0.142857,1,1,8.821429,98.36924242,16.72437879
E01001590,0.56,1,0,1,0.92,6.44,72.51341667,12.13175
E01001485,0,1,0,1,0.9375,4.875,42.45214286,8.077857143
E01029093,1,0.333333,0.633333,0.966667,0.533333,5.366667,34.82488627,9.459857843
E01026640,0,1,0,1,0.857143,4.714286,153.3521563,40.88778125
E01014635,0.657895,0.368421,0,0.368421,0.868421,5.026316,62.54341176,10.76345098
E01010993,0.020833,0.979167,0,0.979167,0.8125,5.574468,40.95783333,9.8428
E01007363,0.023256,1,0,1,0.953488,4.906977,58.3662037,9.72787037
S01008760,0.923077,0.461538,0.384615,0.923077,1,7.769231,150.39,24.835
S01007835,0.578947,0.421053,0.578947,1,1,6.736842,62.405,10.09833333
E01027396,0.833333,0.583333,0.416667,1,0.833333,5.5,44.68630952,13.49078571
S01006568,0.827586,0.793103,0.034483,0.827586,0,6.269231,99.816125,43.916875
E01030239,0.888889,1,0,1,0,6.074074,64.36994667,18.46193556
E01029709,0,1,0,1,0,3,37.18960784,7.969
E01001915,0.642857,0.52381,0.404762,0.928571,0,4.238095,46.63836364,11.76494697
E01033714,0.285714,0.693878,0,0.714286,0,2.673469,48.13960163,14.68615041
E01011817,0.2,1,0,1,0,3,21.98111111,4.821347222
E01011341,0.960784,0.019608,0,0.019608,0.568627,3.843137,92.98093333,16.071
E01023943,0.69697,0.909091,0,1,0.969697,6.515152,68.01724074,12.06305556
S01011685,0.7,0.65,0,0.65,0.4,4.35,85.76928571,16.26185714
W01001374,0.923077,0.076923,0,0.076923,0,3,36.60027083,7.153895833
E01020275,0.070175,1,0,1,0,2.982456,58.74207246,15.95868116
E01020807,0.96875,0.1875,0.8125,1,0,3.96875,39.63913636,10.97990909
S01012926,0,0.916667,0,1,1,5.916667,83.78777778,14.59
E01031757,0,1,0,1,0,5,28.95045238,6.416785714
W01000821,0.264706,0.705882,0.029412,0.735294,0.882353,5.411765,154.2724615,17.31115385
95SS07S1,0.959184,0.040816,0,0.040816,0.693878,4.673469,62.62554762,16.29613988
E01006038,0.785714,0.928571,0,0.964286,0.071429,4.703704,27.99040686,5.517156863
S01007413,0.272727,0.454545,0.545455,1,0,3.454545,38.21735714,11.34035714
S01008689,1,0,0,0,1,5.470588,27.962,4.110916667
E01030255,0.25,0.95,0,0.95,0,4.9,40.90861111,8.397425926
E01032255,0.263158,0.894737,0,0.894737,0.789474,5.473684,63.81249242,13.24497727
E01015905,0.64,0.8,0.2,1,0.92,5.96,113.0844861,17.53747222
E01029819,0,1,0,1,0.818182,4.484848,58.77214222,10.82508444
S01012328,0,1,0,1,0,1,45.808125,9.2130625
E01017057,0.4375,0.4375,0.5625,1,1,7.75,106.5372037,15.70296296
S01007425,0.541667,0.791667,0.208333,1,0,3,66.22742424,15.61427273
S01009999,1,0.9,0,1,1,9.5,57.65475,10.45625
E01005074,0.536585,0.585366,0,0.609756,1,5.560976,81.5545,14.49527381
E01001730,0.22449,0.734694,0.204082,1,0.061224,3.979592,27.23400926,9.576462963
E01030051,0.613636,0.727273,0,0.727273,0,3.136364,34.80484314,8.775078431
E01017299,0.093333,0.826667,0,0.933333,0,3.12,27.46199275,6.56073913
E01006808,0.071429,1,0,1,1,7,99.05766667,12.45620833
E01003421,0.8125,0.25,0,0.25,1,5.875,155.4924242,46.77712121
S01012368,0,1,0,1,0,3,17.71690476,2.259285714
S01012223,0.75,1,0,1,1,8,46.225,12.0075
S01007354,0,1,0,1,0,1.071429,21.2260625,5.5754375
E01012107,0,0.785714,0,0.928571,0.589286,4.188679,72.1155,10.65221429
E01027234,1,0.967742,0,0.967742,0.967742,7.967742,40.79005392,15.14849216
E01000739,0.964286,0.035714,0,0.035714,0.964286,4.964286,97.09318182,19.48122727
S01007995,1,0.125,0,0.125,1,6.3125,75.82527778,14.24294444
S01012775,0,1,0,1,1,6,28.32325,12.10525
E01003520,0.857143,0.619048,0.380952,1,0.809524,6.714286,169.4471061,102.9543788
E01018385,0,0.741379,0.258621,1,0,2,28.8767,7.7913875
S01012325,0.944444,1,0,1,0,4.944444,44.0987,8.779025
E01014787,0.179104,0.656716,0.343284,1,0,3.089552,30.79736806,8.581288889
S01006936,0,1,0,1,0,3,35.01,8.396964286
E01020109,0.184211,0.75,0,0.973684,0,1.186667,32.69591,20.5599
E01014651,0.967742,0.032258,0,0.032258,0.935484,4.806452,68.59881373,9.392705882
E01003298,0.291667,0.958333,0,1,0.541667,5.333333,37.37705556,11.35011111
E01020357,0.784314,1,0,1,0.803922,6.254902,43.238875,10.09133333
E01013796,0.416667,0.833333,0,0.854167,0,1.652174,56.15286275,12.76201961
E01002459,0,0.742857,0.257143,1,1,5.685714,65.83294444,11.97076667
E01016572,0.65625,0.46875,0.4375,0.96875,0.5625,6.774194,88.99514583,38.461875
E01001187,0.107143,1,0,1,0.678571,5.392857,71.4167,66.97393333
S01009306,0.818182,1,0,1,0.772727,6.318182,40.02875,8.715541667
S01006833,0.785714,0.928571,0,0.928571,0,3,30.10625,6.93075
E01009791,0.84,0.12,0.04,0.16,1,5.12,54.01024242,13.35368939
S01007246,0.285714,0.714286,0,0.742857,0,2.428571,26.79896667,5.7172
W01001812,0,0.8,0.2,1,1,5.8,216.6921429,23.22571429
S01009445,0.727273,0.954545,0,0.954545,0.636364,4.818182,67.7635,13.037125
E01021097,0.519231,0.942308,0,0.942308,0,1.942308,29.97651515,5.977962121
S01009019,0,0.571429,0,1,0,1,27.502,4.827
E01013585,0.892857,0.107143,0,0.107143,0.785714,4.642857,54.181875,8.361875
S01012162,0.823529,0.941176,0,1,0.823529,7.705882,92.36374074,17.55888889
E01009362,0.470588,0.558824,0,0.852941,0,3.058824,35.933,8.361785714
E01002167,0.0625,1,0,1,1,6.0625,87.80077778,13.01655556
E01019286,0.017857,0.946429,0,0.964286,0,3,28.88507813,7.767125
E01015279,0.5,0.384615,0.615385,1,0.923077,6.346154,70.42726078,9.358857843
E01003088,0.814815,0.925926,0,1,0.888889,6.555556,118.9006818,91.52159091
W01001627,0.613636,0.659091,0.340909,1,0,3.613636,37.21238406,9.223141304
E01030772,0.030303,1,0,1,0.909091,4.878788,74.3469,11.83655
W01001746,0.8,0.166667,0.033333,0.2,0.966667,4.9,81.694,11.2855
S01012561,0.642857,0.714286,0,0.714286,0.928571,4.857143,46.60583333,10.49083333
E01022022,0.692308,1,0,1,0,5.230769,81.16342949,45.90228846
E01014529,0.88,0,0,0.12,0.96,4.8,95.41263636,17.409
E01007082,0.923077,0.076923,0,0.076923,0.974359,4.820513,58.13345,8.716583333
E01014353,0.051282,1,0,1,0.974359,4.897436,94.82755,31.53425
E01020955,0.566038,1,0,1,0,4.698113,26.46038462,6.646153846
S01012318,0,1,0,1,0,3,25.7106875,4.663291667
S01010647,1,1,0,1,0,8,34.94057143,7.767738095
E01013026,0.238095,0.880952,0,0.928571,0,4.095238,29.89145139,7.840614583
E01002960,0,1,0,1,0.965517,5.896552,87.354,17.1146
S01006622,1,1,0,1,0,7,56.87995833,21.1145
E01032577,0,1,0,1,1,6,84.72065385,9.961384615
E01027524,0.074074,0.944444,0,0.944444,0.074074,2.962963,35.216575,12.74093333
E01013204,0.818182,0.863636,0,1,0.977273,6.75,70.83011111,9.900185185
E01008284,0.172414,0.586207,0,0.896552,0.931034,5.068966,121.0222083,13.63525
E01012231,1,0.730769,0.153846,1,1,5.961538,52.01262222,13.39378889
E01022699,0,0.8,0.2,1,1,6,50.37534615,9.522794872
E01027339,0.195122,0.634146,0,0.804878,0.634146,5.170732,43.3082,8.7647
E01014368,0.28125,1,0,1,0,4.28125,79.71995833,61.96261111
E01018014,0.054054,0.783784,0.189189,1,0.72973,4.432432,51.1321,8.757277778
E01017567,0,1,0,1,1,5.928571,93.64413333,13.65671667
S01012745,0.380952,1,0,1,0.857143,5.619048,90.05102381,15.37107143
W01000757,0,0.857143,0,1,0.785714,4.571429,80.96225641,12.58883333
E01007078,0.953488,0.046512,0,0.046512,0.953488,4.883721,67.81535417,15.23382292
E01008188,0.057143,0.971429,0,0.971429,0,2.942857,19.04220513,3.722461538
E01027281,0.933333,1,0,1,0,4.933333,71.21410714,59.39244048
E01019428,0.038462,1,0,1,0,3,17.98884524,3.764666667
E01032089,0.555556,0.888889,0,0.962963,0.962963,4.851852,53.98975,8.909675
95BB11S2,0.947368,0.052632,0,0.052632,0.921053,5.657895,46.57018889,9.089088889
S01011046,0.102041,0.55102,0,0.897959,0,1,21.800275,5.074275
E01017505,0,0.742857,0.057143,1,0.885714,4.657143,54.15210714,10.83775
E01003476,0.4,0.733333,0,0.733333,1,6.066667,69.04333333,19.27548333
E01011361,0.816327,0.020408,0,0.183673,0.918367,4.77551,64.9358,11.32816
W01000814,0.121212,1,0,1,0.878788,5.757576,87.38622222,22.16022222
E01003788,0.884615,0.115385,0,0.115385,1,5.384615,84.65831818,13.64845455
S01009439,0.727273,1,0,1,0.636364,5.090909,14.3125,3.078416667
E01031558,0,1,0,1,1,7,90.67533333,12.20733333
S01011434,0.428571,1,0,1,0.428571,4.285714,46.332,13.02533333
S01006760,1,0.857143,0,0.857143,0,5.571429,42.73,10.7575
S01011096,0.441176,0.794118,0,0.941176,0,3.205882,22.26455897,4.652284615
S01008432,0.772727,0.818182,0.045455,1,0.818182,6.909091,47.98111111,10.20944444
E01019046,0.25,0.535714,0.285714,0.821429,0,2.928571,20.82578125,3.65575
E01016397,0.83871,0.774194,0.225806,1,0.806452,8.322581,101.519963,14.48
E01008693,0.121951,0.804878,0,0.95122,0.707317,5.175,84.77198214,10.7566369
S01010945,0.8,0.2,0,0.2,0,3,24.86625,6.09625
E01011745,0.772727,0.227273,0,0.227273,1,5.181818,32.9725,6.5015
E01029606,0.75,1,0,1,1,5.972222,77.10834444,13.1938213
E01016666,0.041667,0.916667,0,1,1,5.916667,105.3993073,12.07213542
E01009322,0.888889,0.044444,0,0.111111,0.666667,4.533333,52.765,9.812727273
E01030876,0.881356,0.525424,0,0.525424,0,4.614035,33.18133137,9.865562745
E01032051,0.027397,0.917808,0,0.972603,0.164384,1.383562,37.36807692,8.260384615
E01015785,0,0.135135,0.837838,0.972973,0.918919,4.891892,62.8115,9.4995
95YY20W1,0.5,0.757143,0,0.757143,0,1,17.74547222,4.928833333
E01008288,0.5,1,0,1,0.866667,6.166667,65.53318182,11.1730303
E01014748,0.753846,0.661538,0,0.661538,0,2.584615,46.38741176,39.55540686
E01001033,0.71875,1,0,1,0.96875,6.625,89.2405,18.970625
E01001052,0.428571,1,0,1,1,5.428571,30.48666667,14.62
S01011298,0,1,0,1,0,3,26.843,5.575733333
E01011213,0,0.880952,0,1,0.904762,5.642857,63.33126389,10.099875
E01002399,1,0,0,0,0.962963,5.37037,108.4070833,13.69416667
E01014646,0.921053,0.131579,0,0.131579,0.921053,5.078947,74.63588235,17.15117647
W01001072,1,0.04,0,0.04,0.52,4.62,42.65984483,10.87796552
S01010462,0.9,1,0,1,0.2,7.4,86.5511,14.10975
E01021306,0,0.96,0,1,1,4.96,72.09388889,8.618333333
S01012593,0.315789,0.947368,0,0.947368,0,2.894737,37.54368333,5.870605556
E01000376,0.925926,0.074074,0,0.074074,0.888889,4.851852,138.4628333,29.07579167
E01004337,0.705882,0.352941,0.117647,1,1,6.058824,153.8319182,87.79001818
E01027161,0.954545,0.409091,0,0.454545,0.954545,7.772727,155.9053704,93.55138889
E01003068,0.692308,0.807692,0.038462,1,0.384615,5.269231,83.20815741,45.11771296
S01011976,0,1,0,1,0,2,26.605,5.816833333
W01001427,1,0.916667,0.083333,1,0.875,6.541667,78.55154,15.19019333
S01008831,0.657143,0.457143,0.171429,0.742857,0.914286,6.657143,64.09405,8.97835
E01030037,0.803922,0.705882,0,0.705882,0,2.745098,79.3129375,42.356875
E01018722,0.344828,0.751724,0,0.751724,0,2.041379,27.83518519,7.410344907
E01033030,0.190476,0.904762,0,0.952381,0.190476,4.380952,37.14141026,7.936358974
E01007410,0.085106,0.893617,0,0.914894,0.808511,5.510638,82.46089565,13.17466522
S01008373,0.55,0.8,0,0.9,1,5.75,62.16666667,29.17994444
E01004541,0.666667,0.904762,0.047619,1,0.666667,5.904762,199.7803333,113.1960833
S01006684,1,1,0,1,0,5.85,40.2258,10.424
E01011111,0.139535,0.953488,0,0.953488,0,3.046512,33.1180307,6.931982456
E01027437,0.62069,0.37931,0,0.37931,0.37931,4.137931,34.16802193,9.360745614
E01002374,0.625,1,0,1,0.875,6.208333,56.30843333,14.00625
E01026472,0,1,0,1,0,3,32.4726875,8.249625
E01008116,0.952381,0.047619,0,0.047619,1,5.142857,67.48133333,9.7565
S01009448,0.888889,0.777778,0,0.777778,0.666667,4.777778,42.95833333,11.10611111
E01026031,1,0.964286,0,0.964286,0,4.571429,19.36620175,4.340491228
E01023156,0,1,0,1,1,6,159.9799762,22.13690476
E01011509,0.933333,0.066667,0,0.066667,0.866667,4.766667,65.05083333,11.88594444
E01008243,0.020833,0.458333,0,0.979167,0.854167,4.625,68.24633333,10.25733333
E01018299,0.24,0.76,0.14,0.96,0.46,3.94,52.46921429,8.230388889
E01002367,0.057143,0.914286,0,0.971429,0.685714,5.2,59.93,15.70270588
S01009213,0.125,0.666667,0,1,0.958333,5.708333,44.86642857,16.28357143
E01002954,0,0.6875,0.3125,1,0.8125,5.28125,74.59565385,13.93396154
95GG38S1,1,0,0,0,0.673077,4.230769,70.30365217,10.0582029
S01006805,0,0.976744,0,1,0,1.046512,28.11487778,5.951011111
95XX24S2,1,0,0,0,0.823529,2.970588,37.73806667,11.7484
E01033036,0.853659,0.146341,0,0.146341,0,3.756098,79.8157619,14.82464286
E01014214,0.027778,1,0,1,0.5,3.972222,45.61804396,8.267401099
E01001258,0.904762,0.714286,0.285714,1,1,7.714286,87.09679487,12.00129487
E01011578,0.885714,0.085714,0,0.114286,0.885714,4.857143,78.73458205,13.83465128
E01029434,0.916667,0.458333,0.541667,1,0.833333,6.375,47.39083333,11.75519048
E01022901,0.027027,1,0,1,0.621622,6.216216,61.02525,9.471595238
E01014261,0,1,0,1,0.96,5.92,63.03420833,7.376375
E01008378,0.967742,0.935484,0.032258,0.967742,0.967742,7.935484,60.57709375,7.896864583
W01000091,0,0.535714,0.464286,1,0,3.535714,31.50992593,7.080481481
S01012972,0.076923,1,0,1,0.923077,5.846154,141.1425,19.83925
E01031961,0.735849,0.943396,0,0.962264,0.018868,2.924528,38.53093182,18.54756818
E01013341,0,1,0,1,0,3,33.24358333,8.915833333
E01016039,0.136364,0.227273,0.772727,1,0.954545,5.136364,89.02223485,13.67986364
S01009370,0.666667,1,0,1,1,6.666667,31.52588889,5.50712963
E01009812,0,0.393939,0.393939,0.969697,0.909091,5.181818,69.74294118,11.84055882
S01010927,0.090909,0,0,0.909091,0.909091,4.636364,49.7992,5.3086
E01007618,1,0,0,0,1,6,67.3165625,13.6968125
E01013517,0.896552,0.448276,0,0.448276,0.965517,5.827586,48.93732143,22.46296429
E01018767,0.918367,0.102041,0,0.122449,0,3.040816,56.76006444,11.57041111
E01025745,0.08,0.76,0.2,0.96,0.96,4.84,63.08422549,9.728509804
E01023913,0,0.866667,0.033333,1,0.966667,5.8,71.21720513,10.67752564
E01019032,0,0.964286,0.035714,1,0,3,26.12537745,5.66429902
E01003583,1,0.571429,0,0.571429,1,6.571429,131.6660606,95.18271212
S01009651,0.533333,0.566667,0,0.7,0,1.310345,31.3013,7.7484625
S01010102,1,0.909091,0,0.909091,1,8.909091,117.5169444,15.46416667
E01003045,0.848485,0.878788,0,1,0.606061,6.606061,124.6335385,27.45379487
E01017710,0,0.777778,0.222222,1,0.962963,5.666667,85.24194444,14.85180556
E01015498,0.961538,1,0,1,0.923077,6.461538,84.44315476,14.65604762
E01018438,0.1,0.733333,0.166667,0.9,0,3,35.02405882,9.485284314
E01008473,0.882353,0.323529,0,0.323529,0.823529,5.352941,74.71202564,9.586897436
E01009716,1,0.625,0,0.666667,1,7.875,127.5265333,18.58203333
S01013314,0,0.615385,0,1,0.769231,4.538462,106.531,11.277
E01011869,1,0,0,0,0.026316,2.973684,17.48315152,4.572560606
E01000112,0.393939,0.878788,0,1,0.848485,5.969697,77.14363636,11.07809091
E01026548,0.0625,1,0,1,0,3,31.64665033,6.456604575
S01011830,0,0.333333,0,1,0,1.4,17.29216667,5.4261
E01010731,0.026316,0.789474,0,0.947368,0.815789,5.486486,85.45625,13.1134375
S01010225,0,0.794118,0.029412,0.941176,0.5,4.735294,76.71666667,8.791388889
S01007497,0,0.934783,0,0.978261,0,2.111111,10.397375,1.7956875
E01026060,0.210526,0.789474,0,0.894737,0,1.5,19.07557536,4.041901449
S01010370,0.055556,0.722222,0.277778,1,0.722222,5.222222,65.51458333,10.79516667
E01002102,0,0.83871,0.096774,0.935484,0.064516,3.9,40.2855,12.28869444
E01003353,0.625,1,0,1,0.916667,6.458333,49.61313095,13.3869881
E01008978,0,0.966667,0,1,0.933333,4.866667,40.776,5.758
S01009626,1,0,0,0,1,5,61.18333333,7.42
E01026179,0.261905,0.952381,0,0.952381,0.02381,3.238095,41.08098958,13.06379167
E01005733,1,0,0,0,0.958333,4.875,42.10504762,10.94430952
E01003710,0.9375,0.0625,0,0.0625,1,5.5625,45.34361111,8.439444444
S01013467,1,0,0,0,1,6.555556,59.45804762,18.02733333
E01018702,0.933333,0.066667,0,0.066667,0,3.066667,58.79394298,13.53871491
S01013231,0,1,0,1,1,5,37.81,5.452
E01019324,0.12963,0.962963,0,1,0,1.666667,30.51320238,8.353547619
E01014312,0.125,1,0,1,1,5.916667,139.9341111,15.00633333
S01011806,0.064516,0.806452,0,0.935484,0,1.935484,18.23466667,3.998092593
S01009605,0.75,1,0,1,0,3,43.28589286,14.40035714
S01007516,0,1,0,1,0,3,34.61285714,8.037142857
E01006453,0.958333,0.041667,0,0.041667,1,5,121.0336667,15.081
S01013265,0.857143,1,0,1,0.857143,6.714286,53.74480556,10.23480556
E01000404,0.833333,0.8,0,0.866667,0.7,5.466667,80.20964286,31.66492857
E01030447,0,1,0,1,0.697674,3.72093,32.97778,7.986506667
S01007290,0.222222,0.888889,0,0.888889,0,3,34.47180952,9.834357143
E01014502,0.9,0.075,0,0.1,0.925,4.925,50.291,14.326
S01010846,0.333333,1,0,1,0.866667,5.066667,52.00142857,13.175
E01011217,0,1,0,1,1,6,56.82583333,10.2939
E01013982,1,0.756098,0,0.756098,0.97561,7.780488,70.43077778,8.438333333
E01012696,0.115385,0.576923,0,0.961538,0.884615,4.692308,102.4125357,11.78435714
E01019006,0.863248,0.119658,0,0.136752,0,1.683761,45.74254054,10.72505405
E01023324,0,0.684211,0.315789,1,0.894737,5.368421,125.4966667,15.53083333
E01004959,0.787879,0,0.212121,0.212121,0.969697,4.666667,54.5918,12.55635
E01014110,0,1,0,1,1,4.962963,51.92455556,9.261888889
E01017423,0.156863,0.901961,0,0.901961,0,1,57.45650758,11.65862879
S01011647,0,1,0,1,1,6,72.61823333,10.07
E01032315,0.428571,0.785714,0.178571,0.964286,0,3.75,40.51463333,11.56133333
E01016848,0.814815,0.888889,0.111111,1,0,6.333333,96.64953704,26.62888889
S01012224,0.285714,1,0,1,1,6.642857,86.546,15.8584
E01019406,0.125,0.875,0,0.875,0,1,23.7206,5.1769
S01011246,0.911765,0.088235,0,0.088235,0,3.029412,32.54206061,10.1235303
E01009630,0.848485,0.909091,0,0.969697,0.909091,7.333333,96.5607,15.20525
E01001307,0.636364,0.909091,0,0.909091,0.954545,6.318182,175.5986556,79.08101667
S01011765,0,0.75,0.25,1,1,5.75,77.757,14.489
95XX09S2,0.942857,0.057143,0,0.057143,0.742857,3.228571,32.57222727,8.123772727
E01030514,0.095238,0.97619,0,0.97619,0.52381,3.97619,45.95165,6.910083333
E01032486,0,0.736842,0.263158,1,0,2,33.94121667,8.481175
S01009643,1,0,0,0,0.857143,5.571429,66.61261667,12.25366667
S01010019,0.8125,0.125,0.5,0.75,0.6875,6.5,39.3790625,7.2603125
S01008646,0.45,0.25,0.8,1,0.95,5.5,81.5145,16.282
E01009140,0.152174,0.173913,0.565217,0.847826,0.782609,4.673913,66.60674167,15.92803333
E01032815,0.916667,0.583333,0.416667,1,0.333333,6.333333,70.881875,11.36604167
S01009005,1,0,0,0,0,2.846154,58.50633333,15.27325
E01004490,0.75,0.85,0,1,0.85,6.5,58.83621667,11.20633333
E01026834,0.481481,0.666667,0.333333,1,0.888889,7.259259,97.4143,14.91603333
S01009158,0,1,0,1,1,6,127.265,15.398125
E01029865,0,0.878788,0.060606,1,0.757576,4.424242,39.12206481,8.517842593
S01011924,0,0.625,0.375,1,1,5.5,97.20766667,19.3
E01002381,0,0.818182,0.181818,1,1,5.727273,55.22486667,10.90417778
S01006791,0.020408,0.122449,0,0.979592,0,1,16.63680556,2.578055556
E01022855,0.021739,0.978261,0,0.978261,0,1.23913,36.94885417,8.638916667
S01011259,0.863636,0.136364,0,0.136364,0,3.045455,39.33721875,8.12078125
E01011763,0.882353,0.117647,0,0.117647,1,5.088235,52.43383333,10.09804444
W01001358,0,1,0,1,0,3,19.30702083,4.224
E01005892,0.857143,0.785714,0,0.964286,0.857143,6.214286,51.28625,8.684583333
E01008076,0.961538,0.038462,0,0.038462,0.153846,3.538462,73.57677778,15.435625
E01008632,0,1,0,1,1,4.964286,48.79341667,7.071666667
S01007016,0.078947,0.815789,0,1,0,1.105263,16.30521429,3.484142857
E01014920,0.068966,0.965517,0,0.965517,0.931034,5.827586,42.66530303,7.907606061
E01017597,0,1,0,1,1,6,52.23082143,7.16
E01019314,0.169492,0.813559,0,0.830508,0,1.350877,48.83076316,13.34602632
E01000297,0,0.730769,0.230769,1,0.884615,5.423077,66.16783333,10.37529167
E01000690,0.961538,0.038462,0,0.038462,0.961538,4.961538,92.72681818,16.95645455
E01007895,0.730769,0.961538,0,0.961538,0,3.923077,29.44768182,9.284772727
E01006430,0.96875,0.03125,0,0.03125,0.875,4.5625,155.8337917,51.47895833
E01029443,0,1,0,1,0,3.032258,41.31624524,10.42581111
E01015085,0.166667,0.904762,0,0.904762,0.952381,5.02381,94.91084375,14.56490625
S01008266,0.56,1,0,1,0,3.36,26.28532576,6.664401515
E01028602,0,0.703704,0.296296,1,0.074074,3.148148,73.98182143,29.1985119
E01021305,0,1,0,1,1,5,32.26329167,6.703625
S01011282,0.333333,1,0,1,0,3,34.45119048,8.041190476
E01017130,0.722222,0.111111,0.888889,1,0.888889,8.027778,49.9125,11.29642857
E01009164,0,0.266667,0,1,1,5.233333,46.96025,7.46725
S01008856,0.666667,0.583333,0,0.666667,0.833333,5.25,71.2339,7.1911
E01032709,1,0,0,0,0.625,4.875,93.45751852,26.58058333
S01007689,0.888889,0.944444,0.055556,1,1,7.555556,65.6125,7.576666667
