"","DZ_code","age_rank","edu_rank","disab_rank","children_rank","housing_rank","income_rank","final_BII_RANK","rank_sum","final_BDDI_RANK"
"5324","S01011829",5221,2631,2362,5961,2266,2056,6821,27318,4113
"5325","S01011830",5914,3366,3242,5653,2903,4124,6957,32159,5766
"5326","S01011831",6366,4364,5979,4823,2026,4125,6948,34631,6324
"5327","S01011832",6317,5060,5027,4950,3023,3388,6040,33805,6173
"5328","S01011833",4474,887,2299,1391,1516,2057,6235,18859,1858
"5329","S01011834",1268,667,169,5381,977,1648,6317,16427,1319
"5330","S01011835",4305,879,464,4285,886,2058,5966,18843,1854
"5331","S01011836",5803,1207,1521,5248,1551,1649,6385,23364,2899
"5332","S01011837",5149,1177,3086,2785,1278,646,5614,19735,2031
"5333","S01011838",6123,761,920,5287,668,647,4884,19290,1932
"5334","S01011839",6087,1526,1743,4550,933,648,5804,21291,2374
"5335","S01011840",5257,2228,1208,2998,2703,2457,4845,21696,2478
"5336","S01011841",4789,2757,3683,1633,4078,3131,5123,25194,3416
"5337","S01011842",5240,4232,3775,4603,4675,3878,6030,32433,5826
"5338","S01011843",4263,1499,771,4256,1700,1650,5830,19969,2085
"5339","S01011844",5599,675,1979,1653,1634,649,6458,18647,1811
"5340","S01011845",4121,2355,2189,2099,3803,3645,5127,23339,2891
"5341","S01011846",4901,1083,1537,4310,2564,2458,5808,22661,2702
"5342","S01011847",5698,694,794,2740,457,212,6260,16855,1411
"5343","S01011848",5428,1497,2545,3499,2533,2059,6058,23619,2964
"5344","S01011849",2950,2414,972,3974,2681,2788,5562,21341,2386
"5345","S01011850",2432,937,120,6304,500,650,6630,17573,1569
"5346","S01011851",5110,2521,3180,2509,3652,2459,5410,24841,3296
"5347","S01011852",6130,3581,3789,4186,4482,3132,5498,30798,5314
"5348","S01011853",5620,1939,1074,2914,2134,1140,6331,21152,2352
"5349","S01011854",6905,2132,4039,5664,2671,1651,5946,29008,4684
"5350","S01011855",4260,4361,3664,3864,4905,3879,3438,28371,4464
"5351","S01011856",6757,738,2320,5211,246,213,6002,21487,2420
"5352","S01011857",3677,2396,3323,3158,2836,2789,6228,24407,3166
"5353","S01011858",6830,1143,4268,4524,2236,1652,4579,25232,3430
"5354","S01011859",6906,3640,6091,6340,4681,4344,6225,38227,6812
"5355","S01011860",2064,1256,2199,2562,666,651,6293,15691,1178
"5356","S01011861",5665,1946,2907,4773,1097,1141,6869,24398,3161
"5357","S01011862",6845,1051,3457,5220,1994,1142,5117,24826,3290
"5358","S01011863",6551,1494,5283,3951,2994,2460,6075,28808,4608
"5359","S01011864",6591,1380,2475,3990,236,652,6016,21340,2385
"5360","S01011865",5355,3320,5532,4890,3382,2790,4745,30014,5054
"5361","S01011866",4937,3554,2821,1685,3766,3389,5154,25306,3453
"5362","S01011867",3457,4368,4342,2221,5802,4952,4776,29918,5026
"5363","S01011868",5305,2482,2719,3311,3367,3880,5017,26081,3691
"5364","S01011869",6035,2751,3256,5639,2217,4126,6167,30191,5111
"5365","S01011870",3326,3867,4063,2654,4439,4127,6580,29056,4702
"5366","S01011871",1758,1645,323,5710,2165,2461,6737,20799,2279
"5367","S01011872",4871,941,744,2934,1082,1653,6897,19122,1903
"5368","S01011873",5463,1391,1050,3352,484,2462,6294,20496,2208
"5369","S01011874",5010,2433,2353,2319,2737,2060,4987,21899,2521
"5370","S01011875",6379,3543,4028,5212,3784,3390,5331,31667,5619
"5371","S01011876",5076,1763,2330,2922,2393,1654,6833,22971,2778
"5372","S01011877",6441,3044,2920,5935,2527,2791,6751,30409,5185
"5373","S01011878",661,1899,253,6272,1252,1143,4361,15841,1209
"5374","S01011879",3395,1035,925,1466,581,214,5183,12799,665
"5375","S01011880",4832,1321,1888,1736,2429,2061,4085,18352,1747
"5376","S01011881",4851,2383,2924,2299,2927,3881,3095,22360,2625
"5377","S01011882",6452,4253,5580,4998,4468,3882,4705,34338,6282
"5378","S01011883",3056,1089,802,4937,1940,1144,6700,19668,2011
"5379","S01011884",5111,1794,1666,3979,492,2463,5803,21308,2379
"5380","S01011885",2090,877,1161,1434,1528,653,5010,12753,660
"5381","S01011886",5507,2131,2556,2369,2969,2792,4974,23298,2879
"5382","S01011887",1552,3645,2626,1154,3684,4345,2245,19251,1925
"5383","S01011888",2004,4740,3888,615,5185,5286,2005,23723,3001
"5384","S01011889",6570,2601,5045,4156,2878,2793,5073,29116,4723
"5385","S01011890",2984,2066,3797,1906,2442,2062,3703,18960,1871
"5386","S01011891",1889,5788,6243,4047,5601,3883,4116,31567,5581
"5387","S01011892",1513,1094,1166,3982,578,2063,3360,13756,825
"5388","S01011893",4116,1864,2940,5573,3301,3884,3537,25215,3423
"5389","S01011894",3951,3844,3474,4335,3098,3391,2292,24385,3155
"5390","S01011895",6597,977,4687,5137,438,1145,2683,21664,2468
"5391","S01011896",4629,2005,2709,4887,2386,2064,2008,20688,2247
"5392","S01011897",3644,1722,1621,2358,2421,1146,3341,16253,1287
"5393","S01011898",4198,502,438,745,45,654,641,7223,146
"5394","S01011899",6704,2518,1475,4487,220,655,4223,20282,2153
"5395","S01011900",6258,1151,1609,1973,107,656,4076,15830,1205
"5396","S01011901",3830,1170,1011,4193,1535,2065,3378,17182,1482
"5397","S01011902",6642,1659,3702,4464,1432,1147,1218,20264,2150
"5398","S01011903",6593,1481,2957,4818,222,657,3852,20580,2224
"5399","S01011904",6931,2384,3712,3687,590,1148,3950,22402,2635
"5400","S01011905",4588,1337,1662,382,920,658,1297,10844,431
"5401","S01011906",6376,2395,1396,5040,452,215,1328,17202,1488
"5402","S01011907",5360,2345,1985,3729,1883,1149,617,17068,1462
"5403","S01011908",967,2224,475,5182,1155,216,4773,14992,1042
"5404","S01011909",506,1601,185,643,1372,1150,1217,6674,108
"5405","S01011910",2382,6103,4883,1502,6675,5938,1262,28745,4586
"5406","S01011911",4251,5144,4536,3291,5258,3392,4722,30594,5247
"5407","S01011912",2821,5041,5576,1501,5630,5429,3444,29442,4861
"5408","S01011913",2955,5933,4866,1938,6457,5939,2197,30285,5142
"5409","S01011914",740,5614,2683,238,6357,6143,303,22078,2558
"5410","S01011915",2438,5291,3945,2403,5663,4572,5139,29451,4864
"5411","S01011916",1804,5626,4920,875,6015,4766,5958,29964,5040
"5412","S01011917",2662,5195,5750,2627,4471,4573,2735,28013,4351
"5413","S01011918",1175,5840,3585,983,6810,6428,1952,26773,3935
"5414","S01011919",1100,3265,1828,4109,5333,4574,5483,25692,3560
"5415","S01011920",3121,5632,3647,4827,5066,4767,1679,28739,4584
"5416","S01011921",1611,5926,3688,1197,6292,5287,6345,30346,5171
"5417","S01011922",3216,6413,3879,2841,5993,5561,4555,32458,5839
"5418","S01011923",3406,5831,4393,759,6430,5700,5392,31911,5689
"5419","S01011924",3075,5497,4257,1198,5749,4768,2489,27033,4028
"5420","S01011925",450,2018,208,126,2358,1655,4363,11178,458
"5421","S01011926",3026,5045,4094,1890,4987,4346,745,24133,3090
"5422","S01011927",3808,6108,4289,1631,5645,4575,1885,27941,4327
"5423","S01011928",5586,5420,4462,5368,4829,4769,4980,35414,6468
"5424","S01011929",4780,5915,4897,4019,5361,4576,4585,34133,6241
"5425","S01011930",3615,4988,3726,2079,5439,4577,1304,25728,3580
"5426","S01011931",289,5402,697,6108,4656,6570,3163,26885,3982
"5427","S01011932",449,2524,1209,2879,4158,3646,1539,16404,1314
"5428","S01011933",2315,3214,2837,5946,4862,4770,4199,28143,4396
"5429","S01011934",4515,3182,2469,3559,2710,2794,2280,21509,2425
"5430","S01011935",2159,3503,3069,6302,3726,4128,3225,26112,3697
"5431","S01011936",5590,1955,4980,5962,3544,3885,2291,28207,4412
"5432","S01011937",3180,2635,4064,6588,5242,4771,3250,29730,4956
"5433","S01011938",5244,2225,3884,6194,3694,3133,4411,28785,4600
"5434","S01011939",1592,2713,4247,6463,5165,5562,2530,28272,4431
"5435","S01011940",933,3160,1853,6130,4844,5430,5376,27726,4249
"5436","S01011941",953,1840,2279,6694,2708,4578,6119,25171,3409
"5437","S01011942",4338,3319,5000,6767,4552,4772,2957,31705,5629
"5438","S01011943",1734,3689,5377,6496,5292,5940,3886,32414,5820
"5439","S01011944",6707,1033,1759,4836,736,217,3920,19208,1914
"5440","S01011945",6922,643,3458,3943,830,2066,3591,21453,2411
"5441","S01011946",5493,3345,4758,4124,5085,4347,4254,31406,5531
"5442","S01011947",6265,4067,4310,4972,3662,2067,1978,27321,4115
"5443","S01011948",6746,2123,5497,5676,4116,4129,4376,32663,5894
"5444","S01011949",6904,1431,5399,5654,927,659,560,21534,2432
"5445","S01011950",6913,3510,5782,5268,4071,2464,3173,31181,5458
"5446","S01011951",5311,3478,2735,2624,2804,3134,2878,22964,2775
"5447","S01011952",6196,986,774,1249,184,9,4114,13512,784
"5448","S01011953",6197,1397,766,4610,685,1656,4381,19692,2020
"5449","S01011954",2275,3994,2615,5135,4599,4130,3516,26264,3733
"5450","S01011955",5789,3773,4940,5489,3747,3886,3693,31317,5506
"5451","S01011956",3247,1433,1610,604,2020,1151,4752,14817,1009
"5452","S01011957",2780,1994,1633,4451,2339,1657,6749,21603,2449
"5453","S01011958",5073,2480,1989,5757,2189,2465,6603,26556,3846
"5454","S01011959",4931,2750,3549,4455,2114,3393,5968,27160,4067
"5455","S01011960",1806,918,493,3867,290,1658,5573,14605,967
"5456","S01011961",2414,2060,1348,2683,2792,3135,3766,18198,1711
"5457","S01011962",3315,954,743,1279,287,660,6000,13238,745
"5458","S01011963",2538,2456,1695,3869,3873,3394,3452,21277,2372
"5459","S01011964",4458,2161,2745,4534,2002,2466,5189,23555,2948
"5460","S01011965",6289,2088,3984,4484,3099,1659,3583,25186,3414
"5461","S01011966",5583,2111,2378,2743,2095,2068,6902,23880,3029
"5462","S01011967",4107,1784,2331,3111,2160,2069,6166,21728,2487
"5463","S01011968",4581,2157,2593,3500,2608,1660,2241,19340,1945
"5464","S01011969",5893,4675,5480,4444,4091,3395,5701,33679,6155
"5465","S01011970",3309,5442,3192,1445,5493,5288,5385,29554,4903
"5466","S01011971",4786,2331,1581,2770,1892,2795,5698,21853,2510
"5467","S01011972",5695,2727,2832,5378,1764,2467,6933,27796,4275
"5468","S01011973",5871,2429,3426,4780,2821,2796,6519,28642,4545
"5469","S01011974",5485,2146,976,4874,1527,2070,3562,20640,2237
"5470","S01011975",6020,2801,2819,4664,2553,2468,5859,27184,4072
"5471","S01011976",4959,2871,3859,3396,2750,3136,6481,27452,4156
"5472","S01011977",6062,2952,4634,4669,4243,3887,6356,32803,5940
"5473","S01011978",6159,4717,4858,5482,4201,4773,5841,36031,6569
"5474","S01011979",5412,2376,1639,5357,1897,1152,6544,24377,3154
"5475","S01011980",2518,2152,453,6356,854,2469,5705,20507,2212
"5476","S01011981",3878,2647,2794,4209,2276,2470,5052,23326,2887
"5477","S01011982",6073,1755,2257,4537,1222,2071,6735,24650,3239
"5478","S01011983",6611,2835,3246,6418,2992,2471,5746,30319,5160
"5479","S01011984",3733,5347,5451,2580,6376,5701,6271,35459,6473
"5480","S01011985",6109,3662,5681,4868,1729,3137,4620,29806,4984
"5481","S01011986",4083,5551,5854,1999,6513,6429,4729,35158,6422
"5482","S01011987",4927,4205,2839,3712,3996,3888,3832,27399,4137
"5483","S01011988",6912,2948,6678,6242,1572,2472,5276,32100,5753
"5484","S01011989",6456,3201,2725,3777,2416,2473,6287,27335,4120
"5485","S01011990",6189,3140,2848,6207,1490,1153,6172,27199,4080
"5486","S01011991",4797,3614,3440,2316,3668,3396,6284,27515,4175
"5487","S01011992",6846,1983,5092,5272,1116,2072,6676,29057,4703
"5488","S01011993",4036,4891,5936,5602,4943,5702,3752,34862,6364
"5489","S01011994",6972,1265,3413,6580,570,1661,5202,25663,3554
"5490","S01011995",3018,2323,574,4832,953,661,6183,18544,1788
"5491","S01011996",4178,4859,3738,3253,4649,3889,4797,29363,4826
"5492","S01011997",4166,3119,3665,3474,4210,3890,3429,25953,3649
"5493","S01011998",5315,1077,1243,2810,1599,662,5486,18192,1706
"5494","S01011999",5137,2700,1956,4570,2242,2073,6179,24857,3300
"5495","S01012000",5894,2861,1418,3304,1785,1662,6627,23551,2946
"5496","S01012001",5283,3875,2249,4320,3817,3397,5970,28911,4645
"5497","S01012002",5596,4532,5563,4164,3849,3647,5088,32439,5828
"5498","S01012003",4220,3238,3070,5258,3106,2797,4992,26681,3899
"5499","S01012004",6412,3383,4373,4589,3218,3138,6129,31242,5480
"5500","S01012005",2537,1970,1231,670,2309,1154,4397,14268,912
"5501","S01012006",1142,1835,195,6665,691,2074,6105,18707,1823
"5502","S01012007",6787,1639,5596,5490,3745,3139,6359,32755,5921
"5503","S01012008",3200,1774,1635,4499,3337,2798,6781,24024,3064
"5504","S01012009",3703,2702,2271,3772,3671,1663,6852,24634,3236
"5505","S01012010",6863,1517,3050,6185,2244,1664,5646,27169,4069
"5506","S01012011",4219,3206,2910,4759,4766,2799,5133,27792,4274
"5507","S01012012",6883,2716,4459,6570,3533,2075,4618,30854,5330
"5508","S01012013",6337,2221,1983,6178,2556,2076,6719,28070,4372
"5509","S01012014",5515,3496,4761,5441,4601,3398,4599,31811,5661
"5510","S01012015",5361,3023,2332,3501,3758,2077,5383,25435,3495
"5511","S01012016",5460,2090,2979,5566,2845,2078,6826,27844,4288
"5512","S01012017",6034,1181,2843,6380,1583,2474,6696,27191,4077
"5513","S01012018",5504,1821,2217,4657,2292,1665,6823,24979,3341
"5514","S01012019",4023,1038,2263,1674,2169,1155,2762,15084,1061
"5515","S01012020",4495,2792,5457,4811,5275,4579,2227,29636,4929
"5516","S01012021",5155,1719,2713,1554,3297,3399,43,17880,1628
"5517","S01012022",3266,3068,3525,1441,3446,3648,4064,22458,2655
"5518","S01012023",4654,802,2557,4120,1029,1666,5045,19873,2062
"5519","S01012024",2668,1343,1474,1005,2495,1156,6086,16227,1280
"5520","S01012025",3129,3050,3257,3420,3264,3140,6485,25745,3589
"5521","S01012026",321,885,99,1146,836,663,2874,6824,114
"5522","S01012027",5625,2496,5244,1016,2035,2800,4385,23601,2961
"5523","S01012028",5653,401,2007,2345,331,664,5839,17240,1496
"5524","S01012029",5286,3545,2510,6584,1157,2801,5023,26906,3988
"5525","S01012030",213,1829,11,6928,275,218,3856,13330,758
"5526","S01012031",5385,518,1096,5301,1019,665,2492,16476,1328
"5527","S01012032",5214,1139,2104,4258,1011,1157,5070,19953,2079
"5528","S01012033",5475,2704,5232,5542,3361,3649,2382,28345,4455
"5529","S01012034",3904,2644,3616,2886,3781,4131,1490,22452,2652
"5530","S01012035",5681,1841,3711,4416,3210,2802,1016,22677,2706
"5531","S01012036",6350,1463,3697,4363,650,666,330,17519,1556
"5532","S01012037",808,5593,3883,1923,4812,5431,2086,24536,3210
"5533","S01012038",670,6683,5099,206,6839,6844,149,26490,3813
"5534","S01012039",3251,6496,5485,3180,4613,5289,717,29031,4694
"5535","S01012040",2161,3347,2529,1083,3386,2475,454,15435,1131
"5536","S01012041",2985,4609,5035,1287,3969,4348,329,22562,2675
"5537","S01012042",1856,5218,2387,5096,3874,4349,761,23541,2942
"5538","S01012043",1036,5601,4203,598,6087,6503,4819,28847,4625
"5539","S01012044",4289,6448,6819,5234,6371,6430,1158,36749,6642
"5540","S01012045",1733,3761,5841,5365,5171,5843,906,28620,4540
"5541","S01012046",2202,6283,6488,3994,6432,6342,117,31858,5674
"5542","S01012047",4636,6394,6879,5017,6545,6343,1430,37244,6703
"5543","S01012048",5090,5286,6682,4482,6098,6242,2785,36665,6635
"5544","S01012049",4546,3830,5185,5090,3931,4774,126,27482,4165
"5545","S01012050",1835,3421,3755,634,4027,3141,221,17034,1456
"5546","S01012051",6403,3469,5996,4849,4787,4775,2309,32588,5872
"5547","S01012052",4778,4612,5776,5612,4379,4580,890,30627,5259
"5548","S01012053",3959,5571,6169,1927,6531,4350,775,29282,4788
"5549","S01012054",353,5231,6211,594,6881,6144,710,26124,3699
"5550","S01012055",3168,6112,6743,3653,5685,5290,1114,31765,5645
"5551","S01012056",5236,3107,4777,4159,4381,2803,1618,26081,3692
"5552","S01012057",5913,1711,3887,3201,597,1158,1995,18462,1770
"5553","S01012058",6408,1933,3721,4243,2518,2079,741,21643,2465
"5554","S01012059",3820,5699,6580,3739,4893,4776,19,29526,4890
"5555","S01012060",4870,4689,6400,3264,5557,5432,69,30281,5141
"5556","S01012061",5459,1958,4287,3697,2313,2804,656,21174,2357
"5557","S01012062",1219,2192,584,5012,618,1159,1753,12537,628
"5558","S01012063",608,3296,1846,757,1644,2805,349,11305,478
"5559","S01012064",720,6249,5460,386,6766,6874,42,26497,3820
"5560","S01012065",509,6791,5518,334,6921,6932,7,27012,4020
"5561","S01012066",733,6030,3343,905,5805,6243,110,23169,2845
"5562","S01012067",1483,6819,5989,1067,6886,6966,605,29815,4988
"5563","S01012068",1226,6948,6949,1059,6952,6970,2548,32652,5891
"5564","S01012069",989,5805,6890,2162,6939,6820,5660,35265,6441
"5565","S01012070",1678,5733,6555,6140,6786,6688,68,33648,6147
"5566","S01012071",1438,3753,5901,6292,5420,6721,1559,31084,5423
"5567","S01012072",2400,4249,6486,6383,6144,6689,2942,35293,6449
"5568","S01012073",1635,2379,1215,3205,2794,3142,3965,18335,1740
"5569","S01012074",1412,1682,1338,2422,580,2080,403,9917,337
"5570","S01012075",1508,1771,670,246,1305,667,821,6988,128
"5571","S01012076",1657,3754,6201,4784,4001,4132,3393,27922,4317
"5572","S01012077",2069,4742,3897,1934,5692,5703,87,24124,3086
"5573","S01012078",6341,3403,3622,889,3822,3891,1538,23506,2934
"5574","S01012079",4564,6091,6322,4090,5859,6047,1868,34841,6359
"5575","S01012080",442,4711,3174,220,6783,6571,449,22350,2622
"5576","S01012081",1285,5966,5478,3512,6547,6690,112,29590,4913
"5577","S01012082",2463,6440,6378,4203,6242,6344,424,32494,5846
"5578","S01012083",3571,6404,6919,4703,6533,6431,1127,35688,6515
"5579","S01012084",4324,3705,2752,2201,2167,2476,462,18087,1682
"5580","S01012085",3714,3616,4006,4959,3636,3400,231,23562,2952
"5581","S01012086",1986,5994,5771,2919,5671,5704,12,28057,4367
"5582","S01012087",2329,5322,6069,4595,4030,4581,1002,27928,4322
"5583","S01012088",1553,2254,1467,311,4090,2477,174,12326,608
"5584","S01012089",4595,1229,2281,2604,351,2081,5135,18276,1729
"5585","S01012090",6413,842,2225,3337,902,219,768,14706,988
"5586","S01012091",5346,2500,2102,3526,1400,1667,4061,20602,2228
"5587","S01012092",5748,2308,2081,4469,692,668,542,16508,1337
"5588","S01012093",6003,1903,2566,6071,1061,1668,2943,22215,2594
"5589","S01012094",5942,1486,3300,4204,607,1160,1825,18524,1783
"5590","S01012095",2360,3330,3674,407,4547,4133,402,18853,1855
"5591","S01012096",3690,6017,6172,2667,4633,5128,873,29180,4749
"5592","S01012097",2767,5728,4588,1506,4472,4953,50,24064,3073
"5593","S01012098",2351,5804,4374,1145,4506,5129,106,23415,2913
"5594","S01012099",6498,6161,6887,1737,5901,5130,519,32833,5949
"5595","S01012100",3338,5598,5213,3666,5343,5705,876,29739,4961
"5596","S01012101",5331,1276,2559,2507,2069,1161,652,15555,1147
"5597","S01012102",725,4943,3088,790,6336,6244,3180,25306,3454
"5598","S01012103",2170,2892,2823,2139,2985,3401,674,17084,1465
"5599","S01012104",815,997,657,304,2371,1162,1866,8172,196
"5600","S01012105",4733,1345,2846,3271,2480,2478,2460,19613,1998
"5601","S01012106",1866,985,1146,2163,1298,1163,3109,11730,528
"5602","S01012107",4270,1505,5042,4743,2285,1669,5892,25406,3485
"5603","S01012108",6827,6241,6925,6846,6387,6145,1266,40637,6918
"5604","S01012109",616,3744,4196,5350,5195,6146,1476,26723,3918
"5605","S01012110",4387,4332,6111,6651,4173,5844,712,32210,5777
"5606","S01012111",1003,4244,3464,5761,5822,6345,20,26659,3892
"5607","S01012112",6318,3917,6599,6409,4237,4351,1150,32981,5990
"5608","S01012113",4217,4273,5493,5194,4130,4134,1132,28573,4522
"5609","S01012114",4340,700,1240,2586,1120,669,1306,11961,556
"5610","S01012115",3548,5871,5146,3596,3597,3402,2264,27424,4145
"5611","S01012116",3341,5516,5125,2744,3714,4352,891,25683,3559
"5612","S01012117",494,791,71,2735,1168,670,1278,7207,143
"5613","S01012118",1929,1501,1083,209,1325,1164,1237,8448,218
"5614","S01012119",5521,2845,2753,1222,1044,1165,209,14759,994
"5615","S01012120",1075,4837,1809,4640,3986,5941,2783,25071,3374
"5616","S01012121",3929,6252,5924,2697,5408,5563,492,30265,5130
"5617","S01012122",3393,5426,5827,3413,4061,4582,678,27380,4132
"5618","S01012123",2802,2466,3781,3185,2649,3650,838,19371,1953
"5619","S01012124",5071,2239,2779,4877,1975,3403,1517,21861,2513
"5620","S01012125",1625,4257,6266,5693,6436,6572,765,31614,5603
"5621","S01012126",1162,1533,3134,4992,1647,2479,296,15243,1094
"5622","S01012127",1309,2492,835,6911,2204,4353,4909,23013,2795
"5623","S01012128",279,1562,1761,4861,3399,5564,528,17954,1644
"5624","S01012129",1297,3442,6107,6391,4532,5433,173,27375,4128
"5625","S01012130",6658,4817,6867,6675,5878,5942,1282,38119,6802
"5626","S01012131",655,3328,5367,6654,4531,6245,2196,28976,4677
"5627","S01012132",757,2701,3779,6034,4046,4777,2161,24255,3122
"5628","S01012133",1267,1354,2417,4648,4166,4583,3243,21678,2472
"5629","S01012134",6761,1799,5843,6238,2655,4135,1833,29264,4783
"5630","S01012135",1454,4654,6292,6116,6735,6821,794,32866,5960
