"","DZ_code","age_rank","edu_rank","disab_rank","children_rank","housing_rank","income_rank","final_BII_RANK","rank_sum","final_BDDI_RANK"
"4119","S01010660",4768,3602,3195,4538,3209,4734,5263,29309,4799
"4120","S01010661",6332,4449,4718,6359,4275,4533,5604,36270,6594
"4121","S01010662",4156,2840,1523,3493,2357,3067,6790,24226,3116
"4122","S01010663",5846,2390,1512,3643,1484,1581,5304,21760,2495
"4123","S01010664",5190,1369,1770,3429,847,1582,6617,20804,2281
"4124","S01010665",4751,2609,2188,4772,1915,3333,6185,25753,3595
"4125","S01010666",4710,2591,3140,3408,3288,3334,5206,25677,3556
"4126","S01010667",4665,2135,2259,2214,1917,2733,6754,22677,2705
"4127","S01010668",5654,3220,3025,5565,3025,1983,6423,28895,4640
"4128","S01010669",6216,2925,2874,5388,2344,1984,6650,28381,4468
"4129","S01010670",4300,2226,2437,5235,2455,2734,6695,26082,3693
"4130","S01010671",6262,1372,1555,4131,2943,1583,6791,24637,3238
"4131","S01010672",3629,3919,4411,3816,5326,4922,6871,32894,5967
"4132","S01010673",5238,2305,3109,5727,4113,3834,6973,31299,5498
"4133","S01010674",5002,2067,1694,4573,3055,3068,5818,25277,3443
"4134","S01010675",5916,3284,3100,5615,2238,1584,6779,28516,4506
"4135","S01010676",6005,1070,2191,5984,2725,1985,6612,26572,3852
"4136","S01010677",6476,1357,1935,5744,1859,1986,6963,26320,3766
"4137","S01010678",4441,3464,4562,5803,2229,3835,6811,31145,5443
"4138","S01010679",6495,3357,5255,5874,4455,3594,4964,33994,6210
"4139","S01010680",5905,3611,5675,5701,5513,4923,6292,37620,6746
"4140","S01010681",2520,3061,3045,970,5682,3836,6459,25573,3526
"4141","S01010682",4523,2446,1436,4128,2027,1585,6917,23062,2810
"4142","S01010683",5136,2928,3915,5369,2659,2735,6715,29457,4865
"4143","S01010684",6510,2386,4446,6104,2055,1987,6931,30419,5187
"4144","S01010685",6249,2253,4173,6098,2404,3335,6136,30648,5268
"4145","S01010686",6347,2553,3481,4691,2528,3069,6707,29376,4832
"4146","S01010687",6459,2484,4509,5424,2995,2736,5380,29987,5047
"4147","S01010688",6082,1726,1767,6228,2751,1988,6109,26651,3889
"4148","S01010689",6881,2513,5411,6471,2580,2402,6334,32592,5873
"4149","S01010690",5036,3224,4963,3661,4241,3595,6824,31544,5574
"4150","S01010691",6002,1442,2021,5264,781,1586,6922,24018,3061
"4151","S01010692",2900,3490,2655,2816,3947,2737,6936,25481,3507
"4152","S01010693",5299,1696,2951,5854,2162,2403,6970,27335,4119
"4153","S01010694",6892,2730,6104,6167,2785,3070,6631,34379,6288
"4154","S01010695",5575,1998,1630,5037,760,1989,5449,22438,2648
"4155","S01010696",4650,3125,3048,2240,3441,3071,5476,25051,3370
"4156","S01010697",4580,2908,2866,2728,2187,2738,6822,24829,3292
"4157","S01010698",4119,3372,3116,3639,2815,3837,5467,26365,3781
"4158","S01010699",3657,2272,2637,2704,1827,1990,6894,21981,2537
"4159","S01010700",5495,1687,1964,2678,2372,1075,5190,20461,2199
"4160","S01010701",4018,2941,2505,1789,3757,3336,5317,23663,2980
"4161","S01010702",6742,2927,4087,5348,963,1991,6001,28059,4368
"4162","S01010703",5649,2610,1931,4746,620,1587,5286,22429,2645
"4163","S01010704",5082,5619,5905,3541,4625,4534,6155,35461,6475
"4164","S01010705",2509,3212,1524,3177,3123,2404,6389,22338,2621
"4165","S01010706",4690,4622,2454,2453,4670,4303,6490,29682,4944
"4166","S01010707",3339,1989,692,6609,126,3337,5971,22063,2554
"4167","S01010708",3983,3739,2842,4239,3160,2739,6011,26713,3914
"4168","S01010709",3906,2196,1381,1273,2522,1588,4627,17493,1552
"4169","S01010710",2896,5766,3668,1841,6228,4535,6219,31153,5447
"4170","S01010711",5580,1584,1556,2928,2529,1076,3844,19097,1899
"4171","S01010712",2142,5630,1912,682,5588,4536,6365,26855,3965
"4172","S01010713",3143,4682,2286,1595,4339,3072,6127,25244,3436
"4173","S01010714",6152,5889,6327,3909,6133,5818,5273,39501,6873
"4174","S01010715",4521,5369,4019,4860,4571,4304,5131,32775,5932
"4175","S01010716",4947,3566,5311,5830,3538,4537,5644,33373,6078
"4176","S01010717",6273,2604,1488,5197,460,599,4416,21037,2333
"4177","S01010718",2905,2681,1351,3013,3102,3338,6870,23260,2870
"4178","S01010719",6378,2770,5342,3066,3256,2405,5201,28418,4478
"4179","S01010720",6798,1683,1892,6224,2535,2740,5999,27871,4299
"4180","S01010721",6251,1040,2379,5509,627,2406,6032,24244,3120
"4181","S01010722",5119,2954,3765,2516,3796,3339,4663,26152,3706
"4182","S01010723",4047,1535,738,2008,1274,1077,6068,16747,1388
"4183","S01010724",3081,2522,1587,2823,2641,2741,6522,21917,2525
"4184","S01010725",3549,1663,700,6432,59,1589,6704,20696,2252
"4185","S01010726",6325,2437,2372,4769,3108,3073,5607,27691,4235
"4186","S01010727",5256,1439,2544,2220,1449,600,6734,20242,2142
"4187","S01010728",4137,1288,1120,1921,926,1078,6437,16907,1427
"4188","S01010729",6000,1966,1670,2291,1348,1079,6588,20942,2306
"4189","S01010730",5874,1890,1434,3184,1050,1080,6421,20933,2303
"4190","S01010731",6160,2317,4414,3411,3689,3340,6100,29431,4853
"4191","S01010732",4619,6549,5872,1543,5957,6016,1518,32074,5746
"4192","S01010733",1674,6515,4636,674,6588,6407,1954,28448,4487
"4193","S01010734",1916,5904,5306,737,6435,6017,6339,32654,5892
"4194","S01010735",500,5476,2361,170,6792,6323,3492,25114,3386
"4195","S01010736",5474,3235,2003,3604,1436,601,5036,21389,2400
"4196","S01010737",5339,4570,3773,5613,3859,4735,6110,33999,6212
"4197","S01010738",4895,5344,4104,4347,4706,4305,6524,34225,6258
"4198","S01010739",4277,4842,4159,3097,4522,4736,5295,30928,5353
"4199","S01010740",2226,6690,6035,3695,6816,6812,6753,39027,6854
"4200","S01010741",4131,4448,2161,5541,2906,3838,6361,29386,4834
"4201","S01010742",2730,5529,3918,1978,4361,4306,5516,28338,4451
"4202","S01010743",1385,6474,3812,351,6521,6224,3940,28707,4572
"4203","S01010744",5680,4277,5141,2455,3631,3596,6428,31208,5467
"4204","S01010745",5399,4909,4854,5916,4101,4924,5878,35981,6556
"4205","S01010746",4099,3200,1908,3985,2618,3341,6665,25816,3612
"4206","S01010747",4617,4744,3308,2831,4944,5253,5739,31436,5540
"4207","S01010748",6218,3142,3572,4250,2258,1992,6091,27523,4176
"4208","S01010749",6116,3426,2879,3182,1816,2407,6724,26550,3842
"4209","S01010750",6803,3445,3970,6136,1268,2742,5253,29617,4923
"4210","S01010751",4180,5197,6258,2061,6107,6117,5691,35611,6501
"4211","S01010752",2385,4185,3316,1342,5032,4538,6504,27302,4108
"4212","S01010753",4013,4072,2667,1711,5077,5254,6321,29115,4722
"4213","S01010754",5530,3925,6440,5095,4886,5390,3867,35133,6413
"4214","S01010755",5383,4743,5666,4764,4551,4075,4313,33495,6106
"4215","S01010756",6080,3349,2967,3437,2024,1993,5279,25129,3391
"4216","S01010757",6893,3378,5004,6360,2666,3074,6918,34293,6272
"4217","S01010758",6506,3307,4013,5785,2259,1994,6349,30213,5119
"4218","S01010759",5375,3259,2878,4297,4435,4307,5412,29963,5039
"4219","S01010760",6939,2913,4603,6578,3328,3075,6451,33887,6186
"4220","S01010761",5163,2462,3041,4883,353,2408,6611,24921,3324
"4221","S01010762",6024,2739,4561,4322,2757,3342,6024,29769,4975
"4222","S01010763",5415,3831,3822,3362,4414,4076,6139,31059,5410
"4223","S01010764",6342,3416,3714,6076,2443,2743,6954,31688,5624
"4224","S01010765",6539,4454,5084,5157,3478,4308,5706,34726,6341
"4225","S01010766",4769,3903,5193,4625,3765,3597,6128,31980,5706
"4226","S01010767",5553,4796,5181,4066,5255,4737,6582,36170,6586
"4227","S01010768",6448,5300,5530,4331,4624,4738,5914,36885,6659
"4228","S01010769",6780,2648,3568,5880,811,1995,6761,28443,4485
"4229","S01010770",5662,4337,5007,3450,4392,4077,5267,32192,5772
"4230","S01010771",6386,4543,6099,6044,3944,4539,5883,37438,6726
"4231","S01010772",6485,4677,6310,6467,2868,3598,6913,37318,6712
"4232","S01010773",6293,4152,5361,4824,2531,3599,6614,33374,6079
"4233","S01010774",5749,4034,5700,4623,4059,5255,5812,35232,6435
"4234","S01010775",3162,3477,1450,4437,1769,2409,6296,23000,2789
"4235","S01010776",4061,4804,4801,4974,4136,4078,6299,33153,6030
"4236","S01010777",5919,5815,6092,5480,6091,5670,6605,41672,6944
"4237","S01010778",1232,6714,4535,1870,6564,6560,3619,31094,5425
"4238","S01010779",3480,5450,4138,3556,5850,6018,4875,33367,6077
"4239","S01010780",3564,5142,4804,4757,3835,4739,3632,30473,5209
"4240","S01010781",3659,3114,3732,3618,3078,2410,5601,25212,3421
"4241","S01010782",6370,4699,5601,4564,4168,5391,6757,37550,6736
"4242","S01010783",3798,6337,4756,4643,5162,5256,4379,34331,6281
"4243","S01010784",2062,6618,2983,1362,5909,6324,5046,30304,5151
"4244","S01010785",5663,3863,2461,3862,2759,1996,4280,24884,3306
"4245","S01010786",5638,4526,2285,1193,2548,2411,4824,23425,2916
"4246","S01010787",5324,4131,3514,3382,3318,3076,6619,29364,4827
"4247","S01010788",4364,3926,2681,3101,2761,2412,6214,25459,3500
"4248","S01010789",5079,4241,2052,2629,3816,3077,6842,27736,4255
"4249","S01010790",5848,4340,4554,5209,2145,3343,6464,31903,5686
"4250","S01010791",6624,2715,4910,5435,2047,2744,6357,30832,5325
"4251","S01010792",5182,5525,3398,2520,5576,5257,5169,32627,5886
"4252","S01010793",5634,3386,2598,2635,2212,1997,5877,24339,3144
"4253","S01010794",1991,2710,1592,3958,2206,3078,6203,21738,2489
"4254","S01010795",6010,3913,3516,4440,2935,2745,5151,28710,4574
"4255","S01010796",3413,2688,1941,3753,1651,2413,6186,22045,2546
"4256","S01010797",3985,2428,1288,3333,2122,1590,6643,21389,2401
"4257","S01010798",5672,2900,3950,2991,2485,2746,6727,27471,4160
"4258","S01010799",6261,3760,6308,6365,4495,4309,6169,37667,6753
"4259","S01010800",3999,5721,4198,4266,5421,3839,4208,31652,5613
"4260","S01010801",5852,5655,5791,4525,5213,4540,3765,35341,6455
"4261","S01010802",3743,2854,2434,4284,4577,3840,4971,26703,3909
"4262","S01010803",4844,4042,4629,2190,5555,5532,4547,31339,5513
"4263","S01010804",5067,3561,3295,3978,3894,1998,5626,27419,4143
"4264","S01010805",4110,2573,2429,3553,3703,2747,6844,25959,3652
"4265","S01010806",3537,4649,5463,4033,6007,5671,5695,35055,6401
"4266","S01010807",2830,3665,3277,1529,4938,3079,5833,25151,3401
"4267","S01010808",3458,2266,2799,667,4478,3344,6319,23331,2888
"4268","S01010809",5612,2988,4418,3946,2773,1591,5535,26863,3971
"4269","S01010810",6102,3631,5786,5704,3511,3080,6413,34227,6260
"4270","S01010811",5819,3221,4410,5822,2743,3081,6849,31945,5697
"4271","S01010812",5746,4039,5062,6040,2989,3345,6335,33556,6119
"4272","S01010813",5641,2814,3118,4922,4295,3346,6134,30270,5135
"4273","S01010814",5012,2616,2690,5712,2409,2414,6855,27708,4241
"4274","S01010815",5141,3786,4023,4787,3690,2748,6905,31080,5420
"4275","S01010816",6731,727,3582,3577,2449,1592,3723,22381,2631
"4276","S01010817",5690,619,1354,1505,793,1593,4608,16162,1262
"4277","S01010818",6150,726,2980,3256,1691,1999,5358,22160,2579
"4278","S01010819",4459,2744,5020,4724,2832,3600,5297,28676,4556
"4279","S01010820",3854,687,2215,2406,162,2749,4783,16856,1412
"4280","S01010821",6185,583,2585,3232,1718,197,2497,16997,1445
"4281","S01010822",5642,1336,5523,2169,1199,3347,5645,24861,3302
"4282","S01010823",1260,3816,4032,54,2902,2415,3944,18423,1764
"4283","S01010824",487,1136,420,45,1798,1081,5555,10522,404
"4284","S01010825",67,1184,83,5026,96,198,5862,12516,626
"4285","S01010826",6511,1287,1866,1715,834,2000,4897,19110,1900
"4286","S01010827",4801,1809,2055,796,698,1082,4927,16168,1265
"4287","S01010828",1697,987,1000,227,1909,1083,4278,11181,459
"4288","S01010829",6655,2034,3661,6390,2063,2750,3709,27262,4091
"4289","S01010830",3922,1993,3056,3754,2192,2416,5680,23013,2794
"4290","S01010831",657,1086,319,44,1695,602,6511,10914,435
"4291","S01010832",3643,2823,2934,1228,1296,2417,5284,19625,2000
"4292","S01010833",4068,774,1165,1643,75,1084,4001,12810,667
"4293","S01010834",6833,945,2014,5080,390,603,3961,19826,2050
"4294","S01010835",6609,864,2619,4758,44,1085,1683,17662,1596
"4295","S01010836",4676,1116,2806,5127,675,1086,1999,17485,1550
"4296","S01010837",3581,3890,3995,4064,2176,3601,1704,23011,2793
"4297","S01010838",2412,3208,2916,749,3200,3082,706,16273,1290
"4298","S01010839",3614,2419,2849,2381,2763,3348,662,18036,1674
"4299","S01010840",6409,2422,5803,6431,1776,3602,5244,31687,5623
"4300","S01010841",5365,2004,3463,5158,1511,3349,2963,23813,3013
"4301","S01010842",6435,5179,6854,6597,4738,6225,3698,39726,6888
"4302","S01010843",5347,3745,6729,6628,3997,5672,3718,35836,6544
"4303","S01010844",5602,1196,2388,3157,1564,1594,1349,16850,1410
"4304","S01010845",5728,3196,3599,2906,2538,3083,1922,22972,2779
"4305","S01010846",2013,4346,4139,948,3889,4925,2222,22482,2663
"4306","S01010847",3447,1402,1769,814,1198,1087,78,9795,323
"4307","S01010848",1261,5975,3533,1309,5485,6485,4871,28919,4653
"4308","S01010849",1434,6072,6395,630,5704,6675,538,27448,4154
"4309","S01010850",5212,6821,6750,707,6508,6118,2375,34491,6301
"4310","S01010851",1071,6284,4377,1194,5136,6486,4800,29348,4819
"4311","S01010852",3215,6261,5112,4133,3778,4541,2040,29080,4709
"4312","S01010853",2698,5374,5310,2203,3443,4542,2327,25897,3640
"4313","S01010854",1705,6178,5808,348,6219,6119,2323,28700,4569
"4314","S01010855",3416,5857,5611,1412,4431,5819,1942,28488,4501
"4315","S01010856",1493,5987,6904,2974,5684,6120,443,29605,4918
"4316","S01010857",955,3207,2086,203,4179,3841,5656,20127,2116
"4317","S01010858",1937,5560,6244,2522,4909,6121,3381,30674,5278
"4318","S01010859",3377,6830,6534,1834,5424,6487,2452,32938,5979
"4319","S01010860",5241,5818,6290,2236,4639,4926,1486,30636,5263
"4320","S01010861",1930,6020,6442,3082,5610,6625,1246,30955,5369
"4321","S01010862",1501,6352,6008,2354,6863,6940,4658,34676,6331
"4322","S01010863",4727,2176,4249,3412,2158,2418,2556,21696,2477
"4323","S01010864",6603,853,1508,4653,306,1088,2595,17606,1578
"4324","S01010865",6933,1103,2221,6607,1170,604,5898,24536,3209
"4325","S01010866",6947,2805,6802,5277,2603,3350,1263,29047,4699
"4326","S01010867",6517,1547,6117,3619,2962,1089,3058,24909,3316
"4327","S01010868",6736,2256,6778,4430,3044,3603,2895,29742,4963
"4328","S01010869",3943,946,1507,1928,1089,1090,1077,11580,507
"4329","S01010870",6705,2033,5040,5214,2381,3084,4764,29221,4771
"4330","S01010871",5040,1901,5299,4348,1567,3351,1204,22710,2715
"4331","S01010872",5265,2915,5911,5989,2996,4927,3077,31080,5421
"4332","S01010873",6844,6220,6966,6596,6765,6841,3203,43435,6969
"4333","S01010874",2578,1084,1379,2428,1357,2419,93,11338,482
"4334","S01010875",3153,2105,2569,3099,2875,5092,1803,20696,2253
"4335","S01010876",1744,3497,6227,4097,5597,5673,234,27069,4037
"4336","S01010877",2889,2053,5754,2964,4816,5392,2152,26020,3669
"4337","S01010878",3895,5647,6691,5637,3680,4310,627,30487,5215
"4338","S01010879",3519,3562,3815,3838,3473,4079,2662,24948,3332
"4339","S01010880",4104,5718,6865,789,6415,6715,4033,34639,6326
"4340","S01010881",4561,4505,6509,4892,2895,4543,970,28875,4632
"4341","S01010882",2242,3547,3179,287,4244,2001,535,16035,1245
"4342","S01010883",2785,3158,4894,659,4019,3604,3383,22502,2666
"4343","S01010884",5404,6439,6697,4073,6625,6325,2201,37764,6763
"4344","S01010885",2853,5486,6939,2533,6737,6842,2889,34279,6268
"4345","S01010886",2826,4529,6375,4629,5377,5674,2199,31609,5602
"4346","S01010887",4342,6503,6905,4939,6744,6746,1634,37813,6770
"4347","S01010888",3665,5359,6370,6277,4742,6019,2226,34658,6328
"4348","S01010889",2709,6099,6893,6517,6433,6747,3039,38437,6824
"4349","S01010890",5394,6899,6962,6745,6150,6941,793,39884,6895
"4350","S01010891",5945,6479,6943,6830,5840,6965,5534,44536,6973
"4351","S01010892",5539,5862,6954,6392,6314,6748,5488,43297,6968
"4352","S01010893",4027,6149,6961,6612,6602,6969,4368,41688,6946
"4353","S01010894",6333,4362,6846,2002,5606,6122,4977,36248,6592
"4354","S01010895",3195,6263,6744,5622,6609,6626,5796,40855,6923
"4355","S01010896",4336,6164,6537,4450,5919,6627,701,34734,6342
"4356","S01010897",2442,6599,6723,1981,6706,6749,1421,32621,5884
"4357","S01010898",2203,6262,6236,2767,6374,6813,131,30786,5307
"4358","S01010899",1248,4635,3065,666,3112,3842,2995,19563,1993
"4359","S01010900",1577,5833,5718,434,4287,6716,3226,27791,4273
"4360","S01010901",988,6904,4341,3068,6201,6814,1352,29668,4939
"4361","S01010902",3633,5790,5857,4161,5268,5675,655,31039,5404
"4362","S01010903",3497,6462,6899,4260,6749,6931,3364,38162,6807
"4363","S01010904",2598,6664,6679,4144,6428,6953,1053,34519,6308
"4364","S01010905",1165,3648,1045,5881,3805,4311,4119,23974,3053
"4365","S01010906",691,5435,2649,545,5717,6020,3320,24377,3153
"4366","S01010907",830,1515,336,933,1247,1595,2644,9100,269
"4367","S01010908",4112,4280,5708,4118,5372,6021,3384,32995,5992
"4368","S01010909",6545,3260,4871,3522,1882,3085,2453,25618,3542
"4369","S01010910",3228,5876,4842,4800,5296,6717,4378,35137,6415
"4370","S01010911",6336,6588,6938,6639,6106,6561,2985,42153,6954
"4371","S01010912",6018,6392,6953,5702,6656,6488,4732,42941,6959
"4372","S01010913",2817,3487,3640,3937,2067,3843,4889,24680,3249
"4373","S01010914",3053,4037,2371,1120,2043,4080,4635,21339,2384
"4374","S01010915",2776,4498,3215,549,2597,4544,2861,21040,2334
"4375","S01010916",2089,6109,6944,2534,5690,6408,5402,35176,6426
"4376","S01010917",5179,5162,6862,4104,4086,6022,3124,34539,6309
"4377","S01010918",5809,6239,6224,3707,4865,5676,3800,36320,6599
"4378","S01010919",3130,6047,6546,1566,5102,5920,1274,29585,4911
"4379","S01010920",1773,6595,4827,1726,6525,6562,4024,32032,5725
"4380","S01010921",2197,6736,6481,1920,5435,5820,2388,30977,5380
"4381","S01010922",6292,6781,6651,1335,6160,6489,3626,37334,6714
"4382","S01010923",3901,6524,5723,3297,5302,5921,3734,34402,6292
"4383","S01010924",4905,6808,6480,3433,4709,5821,1154,33310,6063
"4384","S01010925",4028,6646,6673,321,6617,6326,4020,34631,6323
"4385","S01010926",4804,6556,5961,3833,5505,6409,2423,35491,6482
"4386","S01010927",2470,6852,5940,1384,4748,5822,5470,32686,5902
"4387","S01010928",1830,6385,5727,439,5882,6226,3125,29614,4921
"4388","S01010929",1588,6922,6398,705,6229,6227,3195,31264,5487
"4389","S01010930",2582,659,756,2076,1443,605,6778,14899,1022
"4390","S01010931",1604,2166,414,6718,1808,1091,6036,19837,2054
"4391","S01010932",2990,5138,4675,5674,5448,4545,5220,33690,6157
"4392","S01010933",1421,1630,523,3660,1761,2420,4539,15954,1229
"4393","S01010934",4732,1195,1842,2337,1364,1596,4597,17663,1597
"4394","S01010935",6618,2592,5755,5795,3427,2002,5816,32005,5716
"4395","S01010936",6406,3268,5378,6706,5033,5093,6722,38606,6831
"4396","S01010937",5217,3381,3146,4954,3269,2003,5950,27920,4316
"4397","S01010938",3182,6421,5578,2153,6142,5258,5251,33985,6207
"4398","S01010939",5107,2520,2818,1815,3048,2751,6827,24886,3308
"4399","S01010940",6380,1524,1525,3230,136,606,5861,19262,1929
"4400","S01010941",5183,1478,1589,1416,589,607,6706,17568,1568
"4401","S01010942",6110,1563,1247,3524,134,199,4515,17292,1505
"4402","S01010943",1939,4474,2860,1354,5139,4546,6589,26901,3986
"4403","S01010944",4633,4849,6600,3404,6073,5393,4741,35693,6516
"4404","S01010945",2333,5687,1716,4839,4284,4928,6752,30539,5226
"4405","S01010946",3368,5779,3367,3863,4978,5094,5060,31509,5563
"4406","S01010947",2867,5606,3938,3456,5375,4312,5930,31484,5556
"4407","S01010948",4885,5135,4566,2227,5437,4081,6890,33221,6043
"4408","S01010949",6473,2385,3584,1038,1054,200,5629,20363,2171
"4409","S01010950",5477,3663,4216,3019,4156,3844,6019,30394,5183
"4410","S01010951",3054,4429,2171,1043,3507,3086,5963,23253,2868
"4411","S01010952",2388,3218,1590,343,3445,3352,6243,20579,2223
"4412","S01010953",3142,3425,2708,1591,3621,3087,6441,24015,3059
"4413","S01010954",3160,3634,392,2721,1952,1092,6445,19396,1961
"4414","S01010955",816,1892,118,3744,2118,608,4005,13301,751
"4415","S01010956",1154,1881,159,6714,1547,1597,5969,19021,1886
"4416","S01010957",5854,2382,3114,2750,1740,1093,6745,23678,2985
"4417","S01010958",6275,3261,5289,5942,3630,2421,4229,31047,5408
"4418","S01010959",3041,2276,2899,3842,3932,2752,6501,25243,3434
"4419","S01010960",1741,5051,2534,2658,4213,4082,6452,26731,3919
"4420","S01010961",4167,5413,4993,3268,5308,4313,3691,31153,5448
"4421","S01010962",6936,5320,6204,6877,375,3605,5922,35239,6437
"4422","S01010963",3141,4367,2776,1239,3169,2753,2727,20172,2123
"4423","S01010964",5549,5313,3537,5564,2829,2754,3789,29335,4812
"4424","S01010965",2305,6307,4703,2666,6261,6123,3646,32011,5717
"4425","S01010966",4845,6105,5757,3244,4306,4083,3012,31352,5518
"4426","S01010967",2106,5446,5296,1443,5674,4740,2454,27159,4065
"4427","S01010968",5191,4510,3477,4438,2512,3088,1777,24993,3346
"4428","S01010969",6749,3763,5186,6528,2633,4084,4574,33517,6109
"4429","S01010970",3715,4335,2909,4842,3541,3845,1889,25076,3375
"4430","S01010971",3001,2752,1322,813,2511,2004,1715,14118,887
"4431","S01010972",1879,5765,4236,471,6207,5095,1208,24861,3303
"4432","S01010973",5571,4916,3968,4434,3021,3089,372,25371,3475
"4433","S01010974",4308,6463,6242,4163,5877,4741,589,32383,5814
"4434","S01010975",1714,6143,5548,1253,6302,4314,1343,26617,3878
"4435","S01010976",6224,4716,6672,2440,5096,3353,1021,29522,4889
"4436","S01010977",3671,4965,5029,2329,4239,3606,1898,25737,3584
"4437","S01010978",3316,5720,5426,2992,5657,5533,1093,29737,4960
"4438","S01010979",1205,5472,2652,1329,5124,4547,304,20633,2235
"4439","S01010980",3477,4685,4071,4460,4831,4929,1566,28019,4354
"4440","S01010981",5512,5094,5654,3896,5191,4548,2154,32049,5733
"4441","S01010982",6565,1982,5415,4611,2223,2422,912,24130,3089
"4442","S01010983",6049,4571,4672,3679,3869,3846,1820,28506,4505
"4443","S01010984",6772,3915,5011,4420,2734,2005,185,25042,3367
"4444","S01010985",2191,4285,2604,1033,4272,3354,1816,19555,1991
"4445","S01010986",1096,1537,322,141,835,1094,1295,6320,94
"4446","S01010987",1470,1359,706,59,679,201,120,4594,40
"4447","S01010988",921,1848,347,60,1005,8,157,4346,29
"4448","S01010989",180,812,38,628,606,202,350,2816,13
"4449","S01010990",4367,5116,3955,1682,4106,3607,1564,24397,3160
"4450","S01010991",376,3750,14,6917,908,2006,3047,17018,1453
"4451","S01010992",545,1079,248,56,1471,609,3236,7244,147
"4452","S01010993",4537,3459,3529,1121,3058,2423,3946,22073,2557
"4453","S01010994",3760,1115,1435,4483,759,1598,4075,17225,1494
"4454","S01010995",6735,2281,1599,3096,1212,610,995,16528,1346
"4455","S01010996",4607,1734,4991,1863,1271,1599,4240,20305,2161
"4456","S01010997",6831,2061,2231,5660,1214,203,5735,23935,3040
"4457","S01010998",4102,614,1441,4385,247,611,4255,15655,1167
"4458","S01010999",6529,1586,3592,5336,3321,2755,4391,27510,4172
"4459","S01011000",856,2811,124,6720,1886,2756,4685,19838,2055
"4460","S01011001",5534,6196,4706,2518,4730,3847,600,28131,4391
"4461","S01011002",3781,6031,5831,3662,5428,4085,2784,31602,5598
"4462","S01011003",2287,6270,3840,1405,4992,4315,447,23556,2950
"4463","S01011004",2886,3579,2122,652,3166,2007,2099,16511,1339
"4464","S01011005",3716,4924,5189,4987,5252,5534,1693,31295,5492
"4465","S01011006",679,4281,242,6306,2789,4316,3627,22240,2600
"4466","S01011007",2437,6582,4970,1231,5999,4086,96,25401,3483
"4467","S01011008",3188,6197,4227,4141,5269,5394,959,29375,4831
"4468","S01011009",3749,6146,3462,3123,5996,5395,851,28722,4580
"4469","S01011010",4330,4929,5788,6499,4447,6228,5926,38147,6804
"4470","S01011011",4376,6225,6216,5933,6304,6410,2754,38218,6811
"4471","S01011012",1290,6125,5765,895,6742,6676,1032,28525,4509
"4472","S01011013",3996,6160,5208,3801,5237,4087,1060,29549,4901
"4473","S01011014",5396,4164,3268,2952,4288,3608,2910,26586,3857
"4474","S01011015",6029,4906,3676,4615,5481,4317,2058,31082,5422
"4475","S01011016",98,1305,78,4812,2368,2008,878,11547,505
"4476","S01011017",2125,1329,659,5845,1670,4088,5497,21213,2364
"4477","S01011018",4566,4589,3785,3172,5289,3848,5539,30788,5308
"4478","S01011019",1043,2162,537,3581,3407,3090,5927,19747,2033
"4479","S01011020",782,1240,117,6610,1229,612,5904,16494,1334
"4480","S01011021",3029,5972,5574,2802,4867,4318,1260,27822,4285
"4481","S01011022",2533,6786,3998,1014,5895,5922,788,26936,3995
"4482","S01011023",3695,5772,4160,2404,4371,4549,1375,26326,3771
"4483","S01011024",945,6349,2661,353,6280,5535,2156,24279,3126
"4484","S01011025",1207,6266,3415,1398,6384,5259,965,24894,3311
"4485","S01011026",2860,6552,4387,2461,6487,5396,694,28837,4619
"4486","S01011027",2423,6365,5379,801,6621,6229,1148,28966,4675
"4487","S01011028",2344,6571,4175,746,6346,5397,756,26335,3774
"4488","S01011029",2350,5803,4926,2519,5298,5536,3302,29734,4959
"4489","S01011030",3397,4458,3994,1170,2880,3091,2940,21930,2528
"4490","S01011031",2380,6469,2768,3919,5468,4550,3797,29351,4821
"4491","S01011032",3662,5905,4679,2913,5010,4319,3730,30218,5123
"4492","S01011033",3892,4207,4033,2671,3895,2757,629,22084,2560
"4493","S01011034",6057,5257,6695,5072,5698,5096,387,34262,6265
"4494","S01011035",2022,5123,4892,613,6130,4930,1033,24743,3262
"4495","S01011036",5157,3637,5471,1909,4047,3849,1822,25892,3638
"4496","S01011037",888,5352,2092,3346,4737,5260,5113,26788,3939
"4497","S01011038",1405,6584,3716,1735,6459,5823,3175,28897,4641
"4498","S01011039",2703,4708,1717,6252,4261,4089,4330,28060,4369
"4499","S01011040",1324,6044,3322,546,5665,5824,541,23266,2873
"4500","S01011041",4098,6359,6567,113,6812,5261,1571,30781,5306
"4501","S01011042",1765,3331,2093,1127,3143,3355,1544,16358,1306
"4502","S01011043",3984,5517,4234,2433,5193,5398,1917,28676,4557
"4503","S01011044",2247,5960,4130,2246,5723,6230,2717,29253,4780
"4504","S01011045",4842,3278,2476,960,3609,2758,6085,24008,3058
"4505","S01011046",4910,3628,2427,2933,1962,2424,6945,25229,3429
"4506","S01011047",4696,3305,1996,2503,2060,1600,6965,23125,2831
"4507","S01011048",5660,4574,4157,3605,4202,3092,5655,30945,5365
"4508","S01011049",4596,5515,3453,4574,3706,2759,6837,31440,5541
"4509","S01011050",4133,2896,2517,1881,2018,1601,5662,20708,2258
"4510","S01011051",5260,4269,2712,4991,3464,2009,6721,29426,4851
